Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Property Type,Property Type - Self Selected,Year Built,Energy Audit Due Date,Energy Audit Status,2020 Benchmark Status,2020 Reason for Exemption,2019 Benchmark Status,2019 Reason for Exemption,2018 Benchmark Status,2018 Reason for Exemption,2017 Benchmark Status,2017 Reason for Exemption,2016 Benchmark Status,2016 Reason for Exemption,2015 Benchmark Status,2015 Reason for Exemption,2014 Benchmark Status,2014 Reason for Exemption,2013 Benchmark Status,2013 Reason for Exemption,2012 Benchmark Status,2012 Reason for Exemption,2011 Benchmark Status,2011 Reason for Exemption,2020 ENERGY STAR Score,2020 Site EUI (kBtu/ft2),2020 Source EUI (kBtu/ft2),2020 Percent Better than National Median Site EUI,2020 Percentage Better than National Median Source EUI,2020 Weather Normalized Site EUI (kBtu/ft2),2020 Weather Normalized Source EUI (kBtu/ft2),2019 ENERGY STAR Score,2019 Site EUI (kBtu/ft2),2019 Source EUI (kBtu/ft2),2019 Percent Better than National Median Site EUI,2019 Percentage Better than National Median Source EUI,2019 Weather Normalized Site EUI (kBtu/ft2),2019 Weather Normalized Source EUI (kBtu/ft2),2018 ENERGY STAR Score,2018 Site EUI (kBtu/ft2),2018 Source EUI (kBtu/ft2),2018 Percent Better than National Median Site EUI,2018 Percent Better than National Median Source EUI,2018 Weather Normalized Site EUI (kBtu/ft2),2018 Weather Normalized Source EUI (kBtu/ft2),2017 ENERGY STAR Score,2017 Site EUI (kBtu/ft2),2017 Source EUI (kBtu/ft2),2017 Percent Better than National Median Site EUI,2017 Percent Better than National Median Source EUI,2017 Weather Normalized Site EUI (kBtu/ft2),2017 Weather Normalized Source EUI (kBtu/ft2),2016 ENERGY STAR Score,2016 Site EUI (kBtu/ft2),2016 Source EUI (kBtu/ft2),2016 Percent Better than National Median Site EUI,2016 Percent Better than National Median Source EUI,2016 Weather Normalized Site EUI (kBtu/ft2),2016 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Percent Better than National Median Site EUI,2015 Percent Better than National Median Source EUI,2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Percent Better than National Median Source EUI,2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Percent Better than National Median Source EUI,2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Percent Better than National Median Source EUI,2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/ft2),2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Percent Better than National Median Site EUI,2011 Percent Better than National Median Source EUI,2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2)
8702/011,238 KING ST,238 KING ST,94107,1068515,Mixed Residential,,2004,,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347A/003,08039-Sf-evans,2090 EVANS ST.,94124,119900,Commercial,Self-Storage Facility,1956,2020-04-01 0:00:00,Did Not Comply,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,2.5,6.6,-86.3,-86.3,2.6,6.6,,3.4,9,-81.1,-81.1,3.4,9,,4,10,-79.2,-79.2,4,10,,3.9,10.7,-82.1,-82.1,3.9,10.8,,5.2,14.4,-75.9,-75.9,5.4,15,,5.2,14.8,-75,-75,5.3,14.9,,5.6,16.2,-72.9,-72.9,5.8,16.5,,6.1,17.1,-71.5,-71.5,6.1,17.4,,6.2,18.1,-73.2,,6.1,18,,6.6,,-66.8,,7.3,
0700/018,Hotel Kabuki,1625 POST ST,94115,227500,Commercial,Hotel,0,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,Violation - Insufficient Data,,,70.1,114.5,-33.9,-33.9,71.6,116.1,47,102.8,169,2.3,2.3,103.7,169.5,51,101.3,163.3,-1.1,-1.1,101,163,23,106,189.4,28.7,28.7,107.1,190,28,107.1,192.2,21.7,21.7,106.9,191.6,31,99.7,186.9,18,18,100.7,186.9,31,100.8,184.5,18.7,18.7,104.7,186.6,30,111,195.5,19.4,19.3,108.3,193.9,,,,,,,,,,,,,,
3973/002D,445 HAMPSHIRE ST,445 HAMPSHIRE ST,94110,16689,Commercial,Other,1924,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020/002,650 Alabama LLC,612 ALABAMA ST,94110,91619,Commercial,Mixed Use Property,1914,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,46.6,109.3,22.4,22.4,46.6,109.3,,53.2,125.1,40.2,40.2,53.6,125.5,,62.8,143.4,60.6,60.6,63.1,143.6,,64.1,164,33.2,33.2,64.7,164.7,,63.2,160.4,30.3,30.3,64.5,161.8,,62.8,161.4,31,31,63.5,162.1,,59,152.9,24.2,24.2,60.7,154.7,,45.4,108.6,-11.8,-11.8,44.3,107.5,,37.1,116.4,-5.4,,37.1,116.4,,59.1,,18.7,,59.1,
0285/006,450 Sutter,450 SUTTER ST,94108,375257,Commercial,Medical Office,1929,2020-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,54.4,115.1,-39.9,-39.9,57.4,118.2,80,53.6,113.9,-41.3,-41.3,55.4,115.8,76,58.2,125.2,-36.1,-36.1,57.7,124.7,78,55.3,133.8,-38.2,-38.2,57.2,135.8,76,56.9,137.4,-35.6,-35.6,60,140.7,77,55.1,138.1,-36,-36,56.7,139.7,75,56.7,142.1,-33.5,-33.5,60.1,145.6,73,63.5,149.6,-31.8,-31.8,63.9,150,78,71.3,173.1,-35.2,,69.1,170.7,76,76.5,,-32.5,,74.4,
3749/503,Rene Cazenave Apts,25 ESSEX ST,94105,132000,Multifamily,Multifamily Housing,,,,Violation - Insufficient Data,,Complied,,Violation - Insufficient Data,,,,,,,,,,,,,,,,,,,,,,,82,33,58.7,-22.1,-22.1,34.1,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784/088,121 - San Francisco Store,685 7TH ST,94103,47000,Commercial,Retail Store,1946,2021-04-01 0:00:00,Did Not Comply,Violation - Insufficient Data,,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,75,29.4,73.5,-25.3,-25.3,30.2,74.3,89,28.1,78.3,-50,-50,28.7,78.9,90,26.2,75.6,-51,-51,26.2,75.2,88,28,81,-47,-47,27.9,79.8,24,25.4,77.1,38.1,38.1,24.4,74,31,32.1,84.3,26.4,26.2,31.4,83.6,13,41.7,118.7,66.3,,40.3,117.3,,,,,,,
0241/027,Columbia 600 California Office Properties,600 CALIFORNIA ST,94108,498740,Commercial,Office,1991,2019-04-01 0:00:00,Exempt - ENERGY STAR,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,28.6,71.4,-68.3,-68.3,29.8,72.8,97,39.7,100.2,-64.2,-64.2,40.3,100.8,90,47.5,121.4,-49.6,-49.6,47.4,121.3,85,60.2,175.1,-37.5,-37.5,61.5,176.5,77,61.7,179,-27.3,-27.3,61.4,177.9,79,59.1,174.5,,,59.5,174.9,81,62.2,185.1,-32.6,-32.6,63.1,185.9,77,72,211.6,-27.7,-27.7,72.1,211.7,88,75,235,-34.5,,75.4,236.8,88,75.2,,-34.7,,74.7,
0857/002,Alchemy,200 Buchanan Street,94102,325000,Multifamily,Multifamily Housing,2016,,,Violation - Insufficient Data,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,73,41.6,78.2,-15.1,-15.1,41.7,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749/137,18 LANSING ST,18 LANSING ST,94105,76374,Mixed Residential,Multifamily Housing,1928,,,Complied,,Complied,,Exempt,,,,,,,,,,,,,,,,,17.4,31.4,-20.2,-20.2,18.2,32.2,91,16.2,28.5,-30.8,-30.8,16.6,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692/004,800 GREAT HWY,800 GREAT HWY,94121,67877,Mixed Residential,,1982,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635/018,Walgreens #1054,3398 Mission St,94110,10976,Commercial,Retail Store,1917,,,Complied,,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,,,41.2,115.4,-48.7,-48.7,41.2,115.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776/011B,2031 IRVING ST,2031 IRVING ST,94122,17823,Commercial,Strip Mall,1950,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Exempt,Tenant Turnover,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,83.5,162.4,-29,-29,83.5,162.4,,57.3,125.9,-45,-45,57.8,126.5,,57.3,128.5,-43.9,-43.9,57.9,129.1,,49.8,112.7,26.3,26.3,50.3,113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305/007,516 GEARY ST,516 GEARY ST,94102,52967,Mixed Residential,,1923,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019/062,3490 California,3490 California Street,94118,23111,Commercial,Office,2000,2021-04-01 0:00:00,Did Not Comply,Violation - Insufficient Data,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,,,,,,,,,,,,,,,,,29.4,82.4,-29.2,-29.2,29.4,82.4,,26.6,83.5,-43.6,-43.6,26.6,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0272/007,660 BUSH ST,660 BUSH ST,94108,51540,Multifamily,,1910,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703/063,1067 Market St,1067 MARKET ST,94103,30000,Commercial,Office,1924,2020-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,27.9,72.3,-54,-54,28.2,73.1,93,32.2,77.7,-49.8,-49.8,33.7,81.7,91,35.8,87.3,-46.7,-46.7,35,85.4,,,,,,,,,,,,,,
0595/002,1600 Jackson,1600 JACKSON ST,94109,63500,Commercial,Office,1908,2021-04-01 0:00:00,Did Not Comply,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Change in Ownership,Exempt,Change in Ownership,Complied,,Complied,,,1.4,4,-96.6,-96.6,1.4,4,,1.7,4.7,-96,-96,1.7,4.7,,1.4,4,-96.5,-96.5,1.4,4,,1.6,5,-96.6,-96.6,1.6,5,,1.8,5.6,-96.2,-96.2,1.8,5.6,,2,6.1,-96,-96,2,6.1,,,,,,,,,,,,,,,95,12.1,40.5,-60.2,,12.6,42,94,12.7,,-58.4,,12.4,
3526/011,540 Ninth Street Assoc,560 9TH ST,94103,13250,Commercial,Office,1925,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,21.1,39.9,-54.3,-54.3,22.6,41.5,85,26.6,48.4,-44.9,-44.9,26.9,48.8,63,36.5,64.8,-16.2,-16.2,40.9,69.4,74,43.5,80.7,-25.1,-25.1,48.5,85.9,82,39,69.4,-34.3,-34.3,48.6,79.4,78,36.4,73.8,-30,-30,40.8,78.5,76,36.5,74.5,-28.2,-28.2,36.5,74.5,66,48.1,91.2,-17.5,-17.5,43.1,86,,,,,,,,,,,,,,
7342/001,11 BUCARELI DR,11 BUCARELI DR,94132,64012,Mixed Residential,Multifamily Housing,1942,,,Violation - Insufficient Data,,Complied,,Violation - Insufficient Data,,,,,,,,,,,,,,,,,,,,,,,85,38.9,53.1,-24.1,-24.1,39.1,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703/162,1036 Mission,521 JESSIE ST,94103,102971,Multifamily,Multifamily Housing,,,,Complied,,Complied,,Exempt,New Construction,,,,,,,,,,,,,,,,43.9,73.1,-14.4,-14.4,44.6,73.8,67,47.4,76.6,-11.1,-11.1,47.5,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309/006,140 Geary Street,132 GEARY ST,94108,52596,Commercial,Office,1908,2021-04-01 0:00:00,Did Not Comply,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,27.8,67.7,-57.9,-57.9,30.3,70.3,93,35.6,87.1,-57,-57,37.1,88.6,91,36.3,88.9,-52.8,-52.8,36,88.6,96,34.6,98.7,-57,-57,35.5,99.6,92,39.4,115.3,-49,-49,40.5,116.5,90,41.1,123.6,-46,-46,41.4,124,97,30.5,91.5,-59.6,-59.6,31.3,92.4,96,36.1,99.7,-56.9,-56.9,36.2,99.8,98,31.4,87.6,-62.5,-62.5,31.2,87.4,98,29.1,85.2,-63.8,-63.8,28.7,84.8
3521/027,1585 FOLSOM ST,1585 FOLSOM ST,94103,16800,Commercial,Office,1926,2021-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,88,38.1,95.5,-43.5,-43.5,38.2,95.6,86,38.6,95.9,-40.5,-40.5,39.2,96.5,97,41.4,117.2,-64.1,-64.1,42.5,118.3,97,38.4,116.9,-64,-64,38.4,116.9,97,36.8,112.5,-65,-65,37.1,112.8,95,41.4,127.7,-60.3,-60.3,41.4,127.7,,,,,,,,,,,,,,,,,,,,,
3707/006,Alexander Book Company,48 2ND ST,94105,12250,Commercial,Other - Mall,1907,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Exempt,Tenant Turnover,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,10.3,26.8,-88.1,-88.1,10.3,26.8,,14.9,37.5,-83.4,-83.4,15.6,38.2,,14.6,36.8,-83.7,-83.7,14.5,36.7,,,,,,,,,17.1,45.9,-80.7,-80.7,18.4,47.3,,22.9,67,-72,-72,23.2,67.3,,26.1,80.4,-66.2,-66.2,26.1,80.4,,28,84.8,-64.2,-64.3,27.9,84.7,,,,,,,,,,,,,,
4710/052,220 CASHMERE ST,220 CASHMERE ST,94124,74291,Mixed Residential,,,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0720/037,1100 GOUGH ST,1100 GOUGH ST,94109,113527,Mixed Residential,Multifamily Housing,1964,,,Complied,,Violation - Did Not Report,,Violation - Insufficient Data,,,,,,,,,,,,,,,,,40.3,82.7,-14.1,-14.1,42.8,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0295/007,Saks - San Francisco,384 POST ST,94108,136000,Commercial,Retail Store,1980,2020-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,47.5,132.9,-17,-17,47.5,132.9,4,59,165.2,79.8,79.8,58.2,163,50,47.3,132.3,-0.7,-0.7,47.4,132.7,75,48.3,151.6,-29.8,-29.8,48.3,151.6,54,64.6,199.7,-6,-6,64.6,199.7,38,80.9,248.4,15,15,79.8,245,40,78,239.3,12.3,12.3,78.2,239.6,61,55.8,175.1,-13.2,-13.3,55.8,175.1,60,55.6,174.6,-13.1,-13.1,55.6,174.6,46,66.5,,4.2,,67.6,
3784/085,570 TOWNSEND ST,570 TOWNSEND ST,94103,14625,Commercial,Retail,1960,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0315/004,Varlow Building,207 POWELL ST,94102,23215,Commercial,Office,1906,2023-04-01 0:00:00,Upcoming,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,,,,,,,,,,,,,,,,,,,,,,,35.9,84.8,-42.7,-42.7,35.9,84.8,,34.7,81.5,-45,-45,35.2,82,,25,55.5,-62,-62,25,55.5,,29.4,64,-56.8,-56.8,30.6,65.3,,29,63.5,-48.4,-48.4,28.2,62.7,,,,,,,,,,,,,,
3704/069,973 MARKET ST,973 MARKET ST,94103,81541,Multifamily,Multifamily Housing,1908,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,13,35.1,-51.5,-51.5,13,35.1,84,43.3,85.4,-20.6,-20.6,43.3,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514/031,1661 MISSION ST,1661 MISSION ST,94103,11000,Commercial,Office,1935,2020-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Insufficient Data,,Exempt,Tenant Turnover,Violation - Did Not Report,,Violation - Insufficient Data,,Violation - Insufficient Data,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,25.9,68.7,-50.3,-50.3,28.7,71.8,97,24.5,56.1,-60.7,-60.7,24.9,56.5,,,,,,,,,,,,,,
0284/010,Hotel Rex,562 SUTTER ST,94108,41272,Commercial,Hotel,1907,2019-04-01 0:00:00,Complied,Complied,,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,,Exempt,,,68.6,125.2,-24.4,-24.4,68.6,125.2,,,,,,,,77,77.8,129.2,-22.2,-22.2,77.8,129.2,60,103,176.8,-9.6,-9.6,103.4,176.7,72,104.8,175.5,-19.4,-19.4,105.5,175.8,72,100.6,175.3,-20,-20,102.1,175.8,70,100.6,177,-17.6,-17.6,105,179,59,107,182.7,-8.6,-8.6,104.3,181.2,,,,,,,,,,,,,,
0647/001,1595 Van Ness,1595 VAN NESS AVE,94109,35700,Commercial,Automobile Dealership,1913,2021-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Tenant Turnover,Exempt,Tenant Turnover,Violation - Did Not Report,,Exempt,Tenant Turnover,Complied,,,19.6,54.9,-55.7,-55.7,19.6,54.9,,20,55.9,-55,-55,20,55.9,,14.8,41.3,-66.7,-66.7,14.8,41.3,,9.7,30.3,-76.7,-76.7,9.7,30.3,,10.9,34.3,-73.7,-73.7,10.9,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0707/043,The Fillmore Center: Building D (Aggregate),1730 O'Farrell ST,94115,145538,Mixed Residential,Multifamily Housing,,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,28.3,70,-20.6,-20.6,28.6,70.8,77,30.1,73.5,-17.3,-17.3,30.4,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639/004,3000 23RD ST,3000 23RD ST,94110,60537,Multifamily,Multifamily Housing,2006,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,20.4,37.6,-50,-50,20.4,37.8,99,21.1,38.9,-48.8,-48.8,21.2,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774/192,1 FEDERAL ST,1 FEDERAL ST,94107,85682,Mixed Residential,,,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0339/011A,Antonia Manor,210 JONES ST,94102,56000,Mixed Residential,Multifamily Housing,1926,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,77.8,119,-18,-18,79.1,120.4,73,80.5,123.6,-15.4,-15.4,81.6,124.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0554/010,1940 VALLEJO ST,1940 VALLEJO ST,94123,61568,Mixed Residential,,,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705/006,Avalon At Mission Bay,200 BERRY ST,94107,151007,Mixed Residential,Multifamily Housing,2009,,,Pending - Submitted,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,99,22.3,43.2,-47.1,-47.1,22.5,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0136/004A,940 BATTERY ST,940 BATTERY ST,94111,21720,Commercial,Retail,1917,2022-04-01 0:00:00,Upcoming,Exempt,Vacancy,Violation - Did Not Report,,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047/002B,1000 CHESTNUT ST,1000 CHESTNUT ST,94109,106786,Mixed Residential,Multifamily Housing,1955,,,Violation - Insufficient Data,,Complied,,Exempt,PG&E will not provide data,,,,,,,,,,,,,,,,,,,,,,29,71.8,100.7,13.5,13.5,74.9,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021/001,400 NORTH POINT ST,400 NORTH POINT ST,94133,51656,Commercial,Social/Meeting Hall,1958,2022-04-01 0:00:00,Pending - Contracted,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,,31.4,61.1,-44.3,-44.3,37.5,69.9,,46.8,79.8,-27.2,-27.2,50.5,85.1,,44.8,79.6,-27.4,-27.4,44.1,78.5,,43,81,16,16,47.6,87.9,,44.5,81.9,17.3,17.3,52.1,92.7,,38.9,78.2,12,12,41.8,82.6,,34,70.9,1.5,1.5,40.5,81,,46.7,88.1,26.1,26.1,47.3,88.9,,,,,,,,,,,,,,
3775/001,500 2ND ST,500 2ND ST,94107,15120,Commercial,Office,1919,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,New Construction,Exempt,New Construction,Violation - Did Not Report,,Violation - Did Not Report,,,14.9,41.8,-74.9,-74.9,14.9,41.8,97,19.7,55.3,-66.8,-66.8,19.7,55.3,96,19.7,55.3,-65.4,-65.4,19.4,54.4,100,14.5,45.7,-74.2,-74.2,14.5,45.7,96,24.5,76.9,-55.8,-55.8,24.5,76.9,95,26.3,82.6,-54,-54,26.6,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0164/002,847 Sansome,847 SANSOME ST,94133,20784,Commercial,Office,1983,2021-04-01 0:00:00,Pending - Contracted,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,38.9,79.2,-56.2,-56.2,41.3,81.8,51,41.7,82.7,-1.4,-1.4,40.9,80.4,46,38.3,80.1,4.6,4.6,38.6,80.9,47,49.4,104.8,2.5,2.5,48.4,101.8,29,58.8,123.3,24.9,24.9,57.6,119.4,43,48,109.9,7,7,47.2,107.4,37,52.6,113.3,13.9,13.9,52.6,113.3,42,52.1,112.6,8.3,8.5,52.1,112.6,,,,,,,,,,,,,,
0176/016,170 COLUMBUS AVE,170 COLUMBUS AVE,94133,76431,Commercial,Office,1985,2018-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,41.2,89.8,-37.7,-37.7,45.4,94.2,74,42.8,100.5,-30.3,-30.3,44.4,102.3,70,44.5,96.2,-25.4,-25.4,44.1,95.8,72,58,141.5,-23.2,-23.2,58,141.5,63,67.5,155.5,-14,-14,67.5,155.5,57,79.8,170.2,-8,-8,82.3,172.8,64,71.1,154.1,-15.1,-15.1,71.1,154.1,80,57.5,125,-32.7,-32.8,57.6,125.2,81,57.8,124.5,-33.6,-33.7,57.8,124.5,79,61.1,130.2,-31.2,-31.2,61.6,132.5
